İL ADI,İLÇE ADI,SECMEN_SAYISI,OY_KULLANAN_SECMEN_SAYISI,GECERLI_OY_TOPLAMI,GECERSIZ_OY_TOPLAMI,ENLEM,BOYLAM,GECERSIZ_OY_ORAN
İSTANBUL-2,SULTANGAZİ-1,180470,159673,149503,10170,41.09872683333333,28.893140166666665,6.369267189819193
İSTANBUL-2,SULTANGAZİ-2,156914,136520,125857,10663,41.11635122222222,28.858161777777777,7.810577204805156
İSTANBUL-2,ZEYTİNBURNU-1,102582,86662,80612,6050,40.990219857142854,28.90167457142857,6.9811451385843855
İSTANBUL-2,ZEYTİNBURNU-2,96858,83427,77106,6321,41.00700416666667,28.907337999999996,7.576683807400482
İSTANBUL-2,ŞİŞLİ-1,105234,87546,82923,4623,41.05889446153845,28.993195,5.280652456994037
İSTANBUL-2,ŞİŞLİ-2,103235,86526,81084,5442,41.054728499999996,28.978345416666667,6.28943901255114
İSTANBUL-3,ARNAVUTKÖY,144594,126618,115293,11325,41.20900873684211,28.696901868421044,8.94422593943989
İSTANBUL-3,AVCILAR-1,162147,135093,126993,8100,40.979934199999995,28.723171400000002,5.995869512113877
İSTANBUL-3,AVCILAR-2,136315,117828,109444,8384,41.018737,28.710037999999997,7.115456428013715
İSTANBUL-3,BAHÇELİEVLER-1,154000,131116,124006,7110,41.00656133333333,28.858103,5.422679154336619
İSTANBUL-3,BAHÇELİEVLER-2,156082,132772,124460,8312,41.006913499999996,28.8472685,6.260356099177537
İSTANBUL-3,BAHÇELİEVLER-3,125016,108259,101153,7106,41.00258575,28.8302835,6.563888452692154
İSTANBUL-3,BAKIRKÖY,172032,147124,140735,6389,40.98000999999999,28.854987,4.342595361735679
İSTANBUL-3,BAĞCILAR-1,112664,97273,90492,6781,41.033272000000004,28.856191166666665,6.971101950181448
İSTANBUL-3,BAĞCILAR-2,119897,103284,95874,7410,41.027786166666665,28.83793416666667,7.174392935982341
İSTANBUL-3,BAĞCILAR-3,144383,124029,116211,7818,41.0430798,28.829046600000005,6.303364535713422
İSTANBUL-3,BAĞCILAR-4,132632,115593,107616,7977,41.0532466,28.847999200000004,6.900936907944252
İSTANBUL-3,BAŞAKŞEHİR-1,111196,99249,94355,4894,41.10894725,28.736095249999998,4.931032050700763
İSTANBUL-3,BAŞAKŞEHİR-2,109751,96105,90099,6006,41.0759965,28.733511166666663,6.249414702668956
İSTANBUL-3,BEYLİKDÜZÜ,188409,164041,154576,9465,40.99286699999999,28.643507900000003,5.769898988667467
İSTANBUL-3,BÜYÜKÇEKMECE,158611,135426,126226,9200,41.030946958333324,28.5448385,6.793377933336286
İSTANBUL-3,ESENYURT-1,245430,208713,195762,12951,41.033287,28.681562099999997,6.205171695102845
İSTANBUL-3,ESENYURT-2,212903,179176,167760,11416,41.03113122222223,28.653375888888895,6.3713890253158905
İSTANBUL-3,GÜNGÖREN-1,96094,81797,77329,4468,41.013045,28.88114933333333,5.462303018448109
İSTANBUL-3,GÜNGÖREN-2,124229,106717,100145,6572,41.023440400000005,28.874199599999997,6.158344031410178
İSTANBUL-3,KÜÇÜKÇEKMECE-1,178716,154012,143786,10226,40.99951042857143,28.775548714285712,6.639742357738358
İSTANBUL-3,KÜÇÜKÇEKMECE-2,171980,148072,136160,11912,41.005368222222216,28.793917333333336,8.044734993786806
İSTANBUL-3,KÜÇÜKÇEKMECE-3,178961,154932,144830,10102,41.051054199999996,28.783697800000006,6.520279864714842
İSTANBUL-3,SİLİVRİ,110296,95174,87965,7209,41.14134425714286,28.20832314285714,7.574547670582302
İSTANBUL-3,ÇATALCA,50691,45389,41973,3416,41.27084225641025,28.41145602564102,7.526052567802771
İZMİR-1,BALÇOVA,60256,52719,51964,755,38.39070375,27.0508535,1.4321212466093818
İZMİR-1,BUCA-1,163885,140989,138553,2436,38.394982416666664,27.169067333333334,1.7277943669364277
İZMİR-1,BUCA-2,174984,150167,147163,3004,38.3560045652174,27.20351560869565,2.0004395106781114
İZMİR-1,GAZİEMİR,94454,84024,82570,1454,38.323641312499994,27.141346000000002,1.7304579643911264
İZMİR-1,GÜZELBAHÇE,20889,18117,17883,234,38.35221133333334,26.885637750000004,1.291604570293095
İZMİR-1,KARABAĞLAR-1,168917,146464,144095,2369,38.38556984615384,27.090971846153845,1.617462311557789
İZMİR-1,KARABAĞLAR-2,186211,161817,157747,4070,38.361995031250004,27.55624775,2.515186908668434
İZMİR-1,KARABURUN,7834,6837,6725,112,38.6039475625,26.483653874999998,1.6381453854029546
İZMİR-1,KONAK-1,147201,125466,123569,1897,38.41535574603173,27.130155904761907,1.511963400443148
İZMİR-1,KONAK-2,143433,121739,118966,2773,38.415250140000005,27.142965219999994,2.2778238690970025
İZMİR-1,MENDERES,60999,53366,52121,1245,38.00620458695652,28.24366410869565,2.3329460705317993
İZMİR-1,NARLIDERE,49041,43194,42577,617,38.39482800000001,27.00135418181818,1.4284391350650554
İZMİR-1,SEFERİHİSAR,26689,22971,22559,412,38.18689466666667,26.87658838095238,1.7935658003569717
İZMİR-1,SELÇUK,54250,48210,46926,1284,37.93553884615385,27.374315384615382,2.663347853142502
İZMİR-1,TORBALI,106786,94756,92599,2157,38.18882638333334,27.373274949999995,2.276373000126641
İZMİR-1,URLA,45210,39537,38804,733,38.33137814814815,26.747536259259263,1.8539595821635428
İZMİR-1,ÇEŞME,30084,25499,25037,462,38.31875336,26.349640479999998,1.8118357582650302
İZMİR-2,ALİAĞA,57871,51151,50216,935,38.79510330000001,27.031479100000002,1.827921252761432
İZMİR-2,BAYINDIR,30984,27111,26490,621,38.22374400000001,27.62944830508475,2.2905831581276974
İZMİR-2,BAYRAKLI-1,118537,105133,103612,1521,38.46581811111111,27.18009111111111,1.4467388926407503
İZMİR-2,BAYRAKLI-2,114242,99251,97457,1794,38.47564014285714,27.14476635714286,1.807538463088533
İZMİR-2,BERGAMA,78656,70323,68643,1680,39.15475351162791,27.216331232558133,2.3889765794974616
İZMİR-2,BEYDAĞ,9910,8872,8481,391,38.0921296,28.22807172,4.40712353471596
İZMİR-2,BORNOVA-1,172793,152785,150566,2219,38.48304259090909,27.247459909090914,1.4523677062538862
İZMİR-2,BORNOVA-2,142380,125940,123816,2124,38.43163238095237,27.211577095238095,1.686517389232968
İZMİR-2,DİKİLİ,33496,29399,28987,412,39.082470966666655,26.905081699999997,1.401408211163645
İZMİR-2,FOÇA,19324,16895,16661,234,38.689438124999995,26.8463358125,1.3850251553714117
İZMİR-2,KARŞIYAKA-1,115740,101786,100786,1000,38.4589976,27.1125163,0.9824533825869962
İZMİR-2,KARŞIYAKA-2,147184,130084,128234,1850,38.48249505882353,27.106490411764703,1.4221579902217028
İZMİR-2,KEMALPAŞA,72413,64009,62593,1416,38.41581785416666,27.515117999999998,2.2121889109343997
İZMİR-2,KINIK,20273,18711,18246,465,39.06006775675675,27.38940745945946,2.4851691518358185
İZMİR-2,KİRAZ,33061,28278,27181,1097,38.21584921428571,28.28768698214285,3.879340830327463
İZMİR-2,MENEMEN,105623,93074,91229,1845,38.61375323076924,27.078240661538462,1.9822936588091196
İZMİR-2,TİRE,62960,54569,53331,1238,38.114314488888894,28.057686333333326,2.2686873499606004
İZMİR-2,ÇİĞLİ,134958,118673,117101,1572,38.50669604166667,27.059379000000003,1.3246484035964374
İZMİR-2,ÖDEMİŞ,101001,88102,85802,2300,38.21211251515152,27.995397777777786,2.610610428821139
ŞANLIURFA,AKÇAKALE,44438,34038,33230,808,36.783413835051554,38.960544835051564,2.3738174980903697
ŞANLIURFA,BOZOVA,31720,25321,24773,548,37.32396148148148,38.3737222345679,2.1642115240314364
ŞANLIURFA,BİRECİK,52247,40474,39587,887,37.05521729113924,38.07460410126582,2.1915303651727034
ŞANLIURFA,CEYLANPINAR,42355,34863,33966,897,36.92993657777778,40.099291911111116,2.5729283194217367
ŞANLIURFA,EYYÜBİYE-1,91688,71193,68963,2230,37.148475266666665,38.78457219999999,3.1323304257441045
ŞANLIURFA,EYYÜBİYE-2,88673,62079,60559,1520,37.00974109821429,38.97534813392857,2.448493049179272
ŞANLIURFA,HALFETİ,22735,17552,17148,404,37.28315954761905,37.98487295238095,2.3017319963536917
ŞANLIURFA,HALİLİYE-1,104314,85010,82593,2417,37.16324514285714,38.79459338095238,2.8431949182449126
ŞANLIURFA,HALİLİYE-2,96470,80583,79143,1440,37.19140461832063,39.106792595419826,1.7869774021816016
ŞANLIURFA,HARRAN,34703,29205,28740,465,36.846858480769235,39.146256711538456,1.5921931176168465
ŞANLIURFA,HİLVAN,23291,19418,18914,504,37.56024008955224,38.92884965671642,2.595529920692141
ŞANLIURFA,KARAKÖPRÜ,70266,59213,58065,1148,37.291202829787224,38.70957462765957,1.938763447215983
ŞANLIURFA,SURUÇ,55217,44743,43990,753,36.985121621052635,38.39499152631578,1.68294481818385
ŞANLIURFA,SİVEREK,123951,97834,95189,2645,37.67723144047617,39.37903921428572,2.7035590898869515
ŞANLIURFA,VİRANŞEHİR,92151,79162,77770,1392,37.23637936134453,39.72479057983194,1.7584194436724692
ŞIRNAK,BEYTÜŞŞEBAP,9723,8632,8501,131,37.55219137931035,43.16338879310344,1.5176088971269694
ŞIRNAK,CİZRE,66175,62829,62020,809,36.34586943902439,43.86546190243902,1.2876219580130195
ŞIRNAK,GÜÇLÜKONAK,5656,5236,5113,123,37.51305214285714,41.92261585714286,2.349121466768526
ŞIRNAK,SİLOPİ,59317,56386,55573,813,37.23280346428572,42.45904153571429,1.4418472670521052
ŞIRNAK,ULUDERE,20451,18351,18134,217,37.40622916666667,42.93378788888888,1.182496866655768
ŞIRNAK,İDİL,35098,30815,30362,453,37.28860461194029,41.812556164179114,1.4700632808697063
ŞIRNAK,ŞIRNAK MERKEZ,46706,41514,40491,1023,37.574252843749996,43.46271534374999,2.46422893481717
